"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20160017193","307519","1085"
"T20160017204","56036","7209"
"T20160017213","500","5524"
"T20160017234","45118","9433"
"T20160017236","43634","6902"
"T20160017246","40895","5733"
"T20160017252","278557","7136"
"T20160017256","298145","8560"
"T20160017281","267305","8702"
"T20160017309","42658","6571"
"T20160017331","344","9918"
"T20160017347","52106","1191"
"T20160017352","41640","6182"
"T20160017361","221459","8838"
"T20160017362","43474","7302"
"T20160017375","49209","1243"
"T20160017381","70431","6702"
"T20160017391","49096","5031"
"T20160017429","195","6687"
"T20160017431","56077","7739"
"T20160017447","35596","6434"
"T20160017448","43630","7023"
"T20160017451","265817","5157"
"T20160017452","41261","103324"
"T20160017467","36230","9612"
"T20160017489","44858","1023"
"T20160017491","308121","4010"
"T20160017514","34458","6895"
"T20160017526","50273","7904"
"T20160017555","42744","6628"
"T20160017556","57573","6360"
"T20160017564","19418","4164"
"T20160017593","1015","7062"
"T20160017602","792","6402"
"T20160017611","35379","7785"
"T20160017647","29768","7202"
"T20160017669","48196","7031"
"T20160017670","251321","8032"
"T20160017695","308329","1076"
"T20160017741","36208","9557"
"T20160017743","22510","2293"
"T20160017765","33534","100798"
"T20160017797","42012","6022"
"T20160017799","504","5504"
"T20160017811","222064","8555"
"T20160017839","41832","6239"
"T20160017870","38437","5099"
"T20160017873","29491","9264"
"T20160017881","41364","6212"
"T20160017885","54837","3157"
"T20160017886","42467","6465"
"T20160017907","308746","6112"
"T20160017920","41824","5945"
"T20160017941","35862","8869"
"T20160017950","868","6801"
"T20160017958","66412","5552"
"T20160017963","44636","9223"
"T20160017985","72946","1296"
"T20160017993","307271","7344"
"T20160017997","36552","5981"
"T20160018019","42098","6466"
"T20160018026","225644","9044"
"T20160018042","49750","7656"
"T20160018075","49417","8024"
"T20160018136","38578","9759"
"T20160018181","38315","8811"
"T20160018186","42850","6805"
"T20160018234","19418","4164"
"T20160018236","38572","8912"
"T20160018241","35611","6673"
"T20160018248","732","6029"
"T20160018250","47484","102495"
"T20160018266","40707","5657"
"T20160018274","41916","6009"
"T20160018287","40315","5690"
"T20160018315","35641","7300"
"T20160018317","282480","6695"
"T20160018323","41879","6344"
"T20160018333","39785","5546"
"T20160018335","233797","9569"
"T20160018366","228688","6523"
"T20160018371","307862","101333"
"T20160018383","587","5893"
"T20160018390","50193","7821"
"T20160018393","40961","5587"
"T20160018415","307546","7003"
"T20160018436","29573","5479"
"T20160018444","46604","7602"
"T20160018447","37496","5208"
"T20160018483","49935","7716"
"T20160018495","44014","7513"
"T20160018522","57408","9307"
"T20160018570","307517","100824"
"T20160018584","32858","6812"
"T20160018597","10412","5184"
"T20160018633","35576","6514"
"T20160018634","892","6962"
"T20160018688","45881","1030"
"T20160018753","42744","6628"
"T20160018760","222123","1027"
"T20160018822","38325","5046"
"T20160018828","57187","8650"
"T20160018859","195","6687"
"T20160018879","29404","6979"
"T20160018908","29851","5870"
"T20160018916","249830","7554"
"T20160018917","44365","103325"
"T20160018936","37378","8815"
"T20160018953","11603","8991"
"T20160018990","307863","6897"
"T20160019009","38572","8912"
"T20160019024","41824","5945"
"T20160019054","1015","7062"
"T20160019057","46124","6719"
"T20160019066","50155","7802"
"T20160019080","307991","9585"
"T20160019082","43662","8532"
"T20160019090","91659","5693"
"T20160019120","57709","9709"
"T20160019132","307936","9559"
"T20160019163","226","6951"
"T20160019170","44375","9946"
"T20160019176","49881","7707"
"T20160019198","25939","100042"
"T20160019219","45427","9379"
"T20160019278","53572","1222"
"T20160019280","36796","6918"
"T20160019289","307924","4247"
"T20160019306","29763","7041"
"T20160019307","64725","5233"
"T20160019317","63045","9214"
"T20160019331","1248","8830"
"T20160019333","70738","6810"
"T20160019365","39734","5370"
"T20160019380","291019","6874"
"T20160019390","35470","8938"
"T20160019427","35744","8726"
"T20160019428","42919","6625"
"T20160019431","55422","2375"
"T20160019470","46571","7620"
"T20160019473","600","5786"
"T20160019503","45130","9434"
"T20160019513","308073","9052"
"T20160019542","260","103330"
"T20160019563","627","5612"
"T20160019565","38157","101706"
"T20160019570","35683","8926"
"T20160019571","308156","3012"
"T20160019601","42157","6480"
"T20160019616","309249","5057"
"T20160019619","36796","6918"
"T20160019621","46085","1000"
"T20160019640","50129","7785"
"T20160019647","308159","9854"
"T20160019679","35714","9430"
"T20160019701","43872","7253"
"T20160019701","43872","7254"
"T20160019704","57528","5909"
"T20160019713","42674","6386"
"T20160019714","308256","7430"
"T20160019725","944","7316"
"T20160019726","308808","8752"
"T20160019746","29386","9497"
"T20160019748","39715","5253"
"T20160019811","260","103330"
"T20160019825","37753","8709"
"T20160019841","277806","9157"
"T20160019854","46481","8993"
"T20160019923","277173","7453"
"T20160019940","46544","9116"
"T20160019942","37919","9467"
"T20160019969","46911","9737"
"T20160019988","43631","6965"
"T20160020034","57846","6853"
"T20160020081","41977","6108"
"T20160020107","43920","7268"
"T20160020113","44345","9925"
"T20160020124","309113","5638"
"T20160020134","48883","5771"
"T20160020161","44081","7532"
"T20160020187","316971","9467"
"T20160020201","309629","6013"
"T20160020204","234871","8927"
"T20160020248","35596","6434"
"T20160020289","35537","6058"
"T20160020296","713","6297"
"T20160020317","309120","8730"
"T20160020319","44197","8595"
"T20160020327","39741","5447"
"T20160020390","29435","8909"
"T20160020394","38993","5300"
"T20160020398","39802","5535"
"T20160020439","44220","8625"
"T20160020466","36083","9500"
"T20160020469","49826","103315"
"T20160020488","40874","5601"
"T20160020490","44516","8563"
"T20160020506","308692","6868"
"T20160020523","308535","9584"
"T20160020534","309017","9205"
"T20160020546","29870","9744"
"T20160020582","226","6951"
"T20160020587","43634","6902"
"T20160020593","42819","6843"
"T20160020594","30002","6402"
"T20160020596","49689","7628"
"T20160020617","45763","9038"
"T20160020631","50224","7841"
"T20160020647","312727","5217"
"T20160020651","43081","6643"
"T20160020653","40905","5589"
"T20160020684","49240","2380"
"T20160020690","36138","6703"
"T20160020727","43053","9226"
"T20160020740","35860","6912"
"T20160020741","52690","2204"
"T20160020763","29796","9116"
"T20160020778","10592","1000"
"T20160020799","246","9676"
"T20160020809","868","6801"
"T20160020815","308835","6419"
"T20160020820","44983","9411"
"T20160020852","44796","1429"
"T20160020883","36529","6727"
"T20160020926","49096","5031"
"T20160020942","37143","9743"
"T20160020958","309218","1000"
"T20160020962","38578","9759"
"T20160020967","43630","7023"
"T20160020969","46035","5149"
"T20160021003","35596","6434"
"T20160021005","29672","6258"
"T20160021008","46030","9905"
"T20160021049","50443","1425"
"T20160021058","57187","8650"
"T20160021066","29421","8877"
"T20160021067","29559","5437"
"T20160021082","278529","6799"
"T20160021085","587","5893"
"T20160021103","46648","9634"
"T20160021135","19431","4182"
"T20160021136","41883","6156"
"T20160021152","540","1019"
"T20160021155","309742","4021"
"T20160021207","228602","5788"
"T20160021245","29851","5870"
"T20160021261","52777","2300"
"T20160021281","52857","2373"
"T20160021321","309683","7062"
"T20160021322","38056","9285"
"T20160021345","39682","5341"
"T20160021349","43641","7036"
"T20160021362","39730","5239"
"T20160021376","54280","9731"
"T20160021379","278618","8791"
"T20160021427","61548","8764"
"T20160021448","43857","7150"
"T20160021475","309086","5302"
"T20160021493","50155","7802"
"T20160021526","29372","9496"
"T20160021544","44303","9879"
"T20160021551","273619","9546"
"T20160021561","70817","6835"
"T20160021615","43857","7150"
"T20160021619","234377","8750"
"T20160021673","51728","4234"
"T20160021687","29491","9264"
"T20160021693","29507","5088"
"T20160021694","35631","6966"
"T20160021704","37496","5208"
"T20160021734","34021","5915"
"T20160021848","35619","6760"
"T20160021870","43567","7430"
"T20160021872","70461","6713"
"T20160021892","254925","5913"
"T20160021904","52121","1203"
"T20160021910","45881","1030"
"T20160021972","38315","8811"
"T20160022007","35662","8609"
"T20160022035","930","7173"
"T20160022046","41116","9926"
"T20160022057","226313","9011"
"T20160022084","47289","6130"
"T20160022096","50129","7785"
"T20160022124","295553","9631"
"T20160022134","265817","5157"
"T20160022136","46791","8537"
"T20160022144","680","101376"
"T20160022176","986","7012"
"T20160022215","252771","9704"
"T20160022217","44884","102293"
"T20160022245","155708","7789"
"T20160022276","65944","9673"
"T20160022281","54586","6552"
"T20160022289","41783","6189"
"T20160022321","309490","2149"
"T20160022352","55791","6593"
"T20160022359","66605","5591"
"T20160022393","890","6920"
"T20160022408","30002","6402"
"T20160022415","48468","5547"
"T20160022460","43620","6919"
"T20160022481","309590","103193"
"T20160022484","295553","9631"
"T20160022488","66265","9713"
"T20160022493","291019","6874"
"T20160022525","54331","9162"
"T20160022537","43655","7024"
"T20160022544","29507","5088"
"T20160022597","128","1020"
"T20160022605","732","6029"
"T20160022609","39273","5457"
"T20160022637","310660","2048"
"T20160022644","60649","8507"
"T20160022655","311508","6097"
"T20160022675","11180","7035"
"T20160022687","45650","9279"
"T20160022697","36083","9500"
"T20160022797","43143","6681"
"T20160022804","35428","5128"
"T20160022815","40689","5815"
"T20160022839","65379","9587"
"T20160022884","47700","7045"
"T20160022968","19418","4164"
"T20160022976","40894","5731"
"T20160022979","309760","5566"
"T20160022992","35641","7300"
"T20160023028","39578","5442"
"T20160023032","37105","6946"
"T20160023044","41559","6155"
"T20160023072","49935","7716"
"T20160023114","873","6682"
"T20160023158","20794","1182"
"T20160023163","244728","8919"
"T20160023182","37753","8709"
"T20160023189","311442","9224"
"T20160023195","43431","7351"
"T20160023202","43858","7154"
"T20160023208","42746","6610"
"T20160023222","46911","9737"
"T20160023263","280692","7461"
"T20160023286","310016","8785"
"T20160023303","309960","9719"
"T20160023314","41364","6212"
"T20160023324","50186","7816"
"T20160023325","44459","7816"
"T20160023327","54800","9438"
"T20160023331","38339","5030"
"T20160023490","1015","7062"
"T20160023513","43206","9229"
"T20160023536","56250","6813"
"T20160023539","43632","6987"
"T20160023551","692","8741"
"T20160023553","310459","4207"
"T20160023623","278486","9975"
"T20160023627","42658","6571"
"T20160023635","310052","5252"
"T20160023651","25939","100042"
"T20160023679","29736","7320"
"T20160023708","37697","5719"
"T20160023712","222523","5741"
"T20160023713","55706","4024"
"T20160023717","478","5381"
"T20160023743","934","7270"
"T20160023753","1015","7062"
"T20160023763","296062","9276"
"T20160023789","793","1000"
"T20160023821","290975","9264"
"T20160023852","312311","3110"
"T20160023861","36948","8706"
"T20160023880","41261","103324"
"T20160023889","41896","5955"
"T20160023904","45763","9038"
"T20160023924","52838","2348"
"T20160023927","57548","6081"
"T20160023929","38056","9285"
"T20160023940","277806","9157"
"T20160023961","45879","6267"
"T20160023983","221904","6587"
"T20160024004","46257","5272"
"T20160024010","60259","4341"
"T20160024055","310328","5812"
"T20160024068","46554","9000"
"T20160024108","243217","9591"
"T20160024118","627","5612"
"T20160024136","44492","9148"
"T20160024173","54123","1025"
"T20160024196","58029","7812"
"T20160024213","930","7173"
"T20160024236","43053","9226"
"T20160024253","311182","9962"
"T20160024257","282758","8856"
"T20160024297","228078","2423"
"T20160024310","43095","6627"
"T20160024324","43259","6907"
"T20160024362","39255","101340"
"T20160024385","30011","8021"
"T20160024391","38206","8870"
"T20160024413","35627","6975"
"T20160024429","277806","9157"
"T20160024438","323032","9032"
"T20160024488","57489","5608"
"T20160024493","314090","7989"
"T20160024514","36785","100136"
"T20160024578","35993","9439"
"T20160024627","45885","6578"
"T20160024633","119","9806"
"T20160024638","46571","7620"
"T20160024653","726","5990"
"T20160024660","42611","6473"
"T20160024686","39454","5489"
"T20160024690","73115","7489"
"T20160024708","299387","9114"
"T20160024744","37273","6999"
"T20160024786","35470","8938"
"T20160024805","119","9806"
"T20160024812","278728","8651"
"T20160024814","35596","6434"
"T20160024854","72905","7437"
"T20160024884","39920","9092"
"T20160024890","43716","8747"
"T20160024895","44382","9950"
"T20160024901","36719","8771"
"T20160024932","70649","6775"
"T20160024966","73844","7620"
"T20160024991","43090","6768"
"T20160024992","29816","9426"
"T20160025001","49689","7628"
"T20160025005","44345","9925"
"T20160025006","245439","6616"
"T20160025009","38670","9711"
"T20160025016","36210","9572"
"T20160025075","46840","5513"
"T20160025093","314143","100298"
"T20160025094","29754","8808"
"T20160025110","40925","5804"
"T20160025110","40925","102102"
"T20160025118","40914","5910"
"T20160025120","29860","6637"
"T20160025122","713","6297"
"T20160025127","127","9034"
"T20160025135","52069","1156"
"T20160025140","59041","103103"
"T20160025164","1015","7062"
"T20160025176","38545","9483"
"T20160025182","35596","6434"
"T20160025202","41843","5958"
"T20160025202","41843","5962"
"T20160025225","39339","5501"
"T20160025245","32012","5758"
"T20160025247","69466","6364"
"T20160025250","36869","8558"
"T20160025251","58066","8904"
"T20160025257","57542","6054"
"T20160025287","929","7192"
"T20160025303","59589","4171"
"T20160025311","44058","7580"
"T20160025313","36340","9064"
"T20160025319","54280","9731"
"T20160025330","311885","7441"
"T20160025362","68141","5949"
"T20160025366","43094","6854"
"T20160025377","35668","7042"
"T20160025415","40145","8984"
"T20160025423","48143","9573"
"T20160025435","35737","7079"
"T20160025493","36904","7092"
"T20160025542","36548","6931"
"T20160025547","35642","7427"
"T20160025551","40123","9895"
"T20160025600","29404","6979"
"T20160025616","36862","9769"
"T20160025618","29507","5088"
"T20160025665","39580","9088"
"T20160025693","35470","8938"
"T20160025713","329","5399"
"T20160025755","41985","6197"
"T20160025756","25256","7069"
"T20160025767","29700","6848"
"T20160025786","868","6801"
"T20160025825","35631","6966"
"T20160025847","38270","8746"
"T20160025854","45763","9038"
"T20160025896","56532","6142"
"T20160025920","311398","7529"
"T20160025932","223319","7479"
"T20160025948","272213","100771"
"T20160025983","49538","2450"
"T20160025995","29768","7202"
